"DataID","DeviceName","DeviceType","CurrentReading","DateRead"
"3437","temp1","Temperature Sensor","38","2020-12-04 15:41:09"
"3438","humidity1","Humidity Sensor","11","2020-12-04 15:41:10"
"3439","temp2","Temperature Sensor","25","2020-12-04 15:41:10"
"3440","humidity2","Humidity Sensor","60","2020-12-04 15:41:10"
"3441","temp1","Temperature Sensor","34","2020-12-04 15:41:10"
"3442","ldr","Light Intensity Sensor","49","2020-12-04 15:41:11"
"3443","temp2","Temperature Sensor","21","2020-12-04 15:41:11"
"3444","humidity2","Humidity Sensor","64","2020-12-04 15:41:11"
"3445","humidity1","Humidity Sensor","60","2020-12-04 15:41:11"
"3446","temp1","Temperature Sensor","38","2020-12-04 15:41:11"
"3447","humidity1","Humidity Sensor","38","2020-12-04 15:41:12"
"3448","humidity2","Humidity Sensor","68","2020-12-04 15:41:12"
"3449","temp2","Temperature Sensor","23","2020-12-04 15:41:12"
"3450","temp1","Temperature Sensor","32","2020-12-04 15:41:12"
"3451","temp2","Temperature Sensor","21","2020-12-04 15:41:13"
"3452","humidity1","Humidity Sensor","42","2020-12-04 15:41:13"
"3453","humidity2","Humidity Sensor","47","2020-12-04 15:41:13"
"3454","temp1","Temperature Sensor","37","2020-12-04 15:41:13"
"3455","pump","Pump Actuator","1","2020-12-04 15:41:14"
"3456","heater","Heater Actuator","0","2020-12-04 15:41:14"
"3457","ldr","Light Intensity Sensor","862","2020-12-04 15:41:14"
"3458","temp2","Temperature Sensor","20","2020-12-04 15:41:14"
"3459","humidity1","Humidity Sensor","18","2020-12-04 15:41:14"
"3460","humidity2","Humidity Sensor","42","2020-12-04 15:41:14"
"3461","temp1","Temperature Sensor","34","2020-12-04 15:41:15"
"3462","temp2","Temperature Sensor","25","2020-12-04 15:41:15"
"3463","humidity1","Humidity Sensor","49","2020-12-04 15:41:15"
"3464","humidity2","Humidity Sensor","94","2020-12-04 15:41:15"
"3465","temp1","Temperature Sensor","38","2020-12-04 15:41:16"
"3466","temp2","Temperature Sensor","21","2020-12-04 15:41:16"
"3467","humidity2","Humidity Sensor","96","2020-12-04 15:41:16"
"3468","humidity1","Humidity Sensor","16","2020-12-04 15:41:16"
"3469","temp1","Temperature Sensor","37","2020-12-04 15:41:17"
"3470","ldr","Light Intensity Sensor","735","2020-12-04 15:41:17"
"3471","temp2","Temperature Sensor","22","2020-12-04 15:41:17"
"3472","humidity2","Humidity Sensor","47","2020-12-04 15:41:17"
"3473","humidity1","Humidity Sensor","49","2020-12-04 15:41:17"
"3474","temp1","Temperature Sensor","32","2020-12-04 15:41:18"
"3475","temp2","Temperature Sensor","24","2020-12-04 15:41:18"
"3476","humidity2","Humidity Sensor","89","2020-12-04 15:41:18"
"3477","humidity1","Humidity Sensor","38","2020-12-04 15:41:18"
"3478","temp1","Temperature Sensor","36","2020-12-04 15:41:19"
"3479","pump","Pump Actuator","1","2020-12-04 15:41:19"
"3480","heater","Heater Actuator","0","2020-12-04 15:41:19"
"3481","temp2","Temperature Sensor","28","2020-12-04 15:41:19"
"3482","humidity2","Humidity Sensor","71","2020-12-04 15:41:19"
"3483","humidity1","Humidity Sensor","21","2020-12-04 15:41:19"
"3484","temp1","Temperature Sensor","36","2020-12-04 15:41:20"
"3485","ldr","Light Intensity Sensor","871","2020-12-04 15:41:20"
"3486","humidity2","Humidity Sensor","77","2020-12-04 15:41:20"
"3487","temp2","Temperature Sensor","24","2020-12-04 15:41:20"
"3488","humidity1","Humidity Sensor","13","2020-12-04 15:41:20"
"3489","temp1","Temperature Sensor","37","2020-12-04 15:41:21"
"3490","humidity2","Humidity Sensor","100","2020-12-04 15:41:21"
"3491","temp2","Temperature Sensor","29","2020-12-04 15:41:21"
"3492","humidity1","Humidity Sensor","54","2020-12-04 15:41:21"
"3493","temp1","Temperature Sensor","37","2020-12-04 15:41:22"
"3494","humidity1","Humidity Sensor","50","2020-12-04 15:41:22"
"3495","humidity2","Humidity Sensor","71","2020-12-04 15:41:22"
"3496","temp2","Temperature Sensor","28","2020-12-04 15:41:22"
"3497","temp1","Temperature Sensor","40","2020-12-04 15:41:23"
"3498","ldr","Light Intensity Sensor","753","2020-12-04 15:41:23"
"3499","humidity2","Humidity Sensor","71","2020-12-04 15:41:23"
"3500","temp2","Temperature Sensor","21","2020-12-04 15:41:23"
"3501","humidity1","Humidity Sensor","13","2020-12-04 15:41:23"
"3502","pump","Pump Actuator","1","2020-12-04 15:41:24"
"3503","heater","Heater Actuator","1","2020-12-04 15:41:24"
"3504","temp1","Temperature Sensor","30","2020-12-04 15:41:24"
"3505","temp2","Temperature Sensor","29","2020-12-04 15:41:24"
"3506","humidity2","Humidity Sensor","93","2020-12-04 15:41:24"
"3507","humidity1","Humidity Sensor","47","2020-12-04 15:41:24"
"3508","temp1","Temperature Sensor","34","2020-12-04 15:41:25"
"3509","humidity1","Humidity Sensor","25","2020-12-04 15:41:25"
"3510","temp2","Temperature Sensor","26","2020-12-04 15:41:25"
"3511","humidity2","Humidity Sensor","77","2020-12-04 15:41:25"
"3512","temp1","Temperature Sensor","37","2020-12-04 15:41:26"
"3513","ldr","Light Intensity Sensor","753","2020-12-04 15:41:26"
"3514","temp2","Temperature Sensor","22","2020-12-04 15:41:26"
"3515","humidity1","Humidity Sensor","12","2020-12-04 15:41:26"
"3516","humidity2","Humidity Sensor","86","2020-12-04 15:41:26"
"3517","temp1","Temperature Sensor","36","2020-12-04 15:41:27"
"3518","humidity1","Humidity Sensor","54","2020-12-04 15:41:27"
"3519","temp2","Temperature Sensor","21","2020-12-04 15:41:27"
"3520","humidity2","Humidity Sensor","69","2020-12-04 15:41:27"
"3521","temp1","Temperature Sensor","36","2020-12-04 15:41:28"
"3522","humidity1","Humidity Sensor","26","2020-12-04 15:41:28"
"3523","humidity2","Humidity Sensor","71","2020-12-04 15:41:28"
"3524","temp2","Temperature Sensor","27","2020-12-04 15:41:28"
"3525","pump","Pump Actuator","0","2020-12-04 15:41:29"
"3526","heater","Heater Actuator","1","2020-12-04 15:41:29"
"3527","temp1","Temperature Sensor","34","2020-12-04 15:41:29"
"3528","ldr","Light Intensity Sensor","73","2020-12-04 15:41:29"
"3529","humidity2","Humidity Sensor","82","2020-12-04 15:41:29"
"3530","humidity1","Humidity Sensor","7","2020-12-04 15:41:29"
"3531","temp2","Temperature Sensor","29","2020-12-04 15:41:29"
"3532","temp1","Temperature Sensor","37","2020-12-04 15:41:30"
"3533","humidity2","Humidity Sensor","66","2020-12-04 15:41:30"
"3534","humidity1","Humidity Sensor","16","2020-12-04 15:41:30"
"3535","temp2","Temperature Sensor","28","2020-12-04 15:41:30"
"3536","temp1","Temperature Sensor","37","2020-12-04 15:41:31"
"3537","humidity2","Humidity Sensor","69","2020-12-04 15:41:31"
"3538","humidity1","Humidity Sensor","23","2020-12-04 15:41:31"
"3539","temp2","Temperature Sensor","23","2020-12-04 15:41:31"
"3540","temp1","Temperature Sensor","32","2020-12-04 15:41:32"
"3541","ldr","Light Intensity Sensor","377","2020-12-04 15:41:32"
"3542","humidity2","Humidity Sensor","58","2020-12-04 15:41:32"
"3543","humidity1","Humidity Sensor","56","2020-12-04 15:41:32"
"3544","temp2","Temperature Sensor","21","2020-12-04 15:41:32"
"3545","temp1","Temperature Sensor","40","2020-12-04 15:41:33"
"3546","humidity2","Humidity Sensor","90","2020-12-04 15:41:33"
"3547","humidity1","Humidity Sensor","15","2020-12-04 15:41:33"
"3548","temp2","Temperature Sensor","25","2020-12-04 15:41:33"
"3549","pump","Pump Actuator","1","2020-12-04 15:41:34"
"3550","heater","Heater Actuator","0","2020-12-04 15:41:34"
"3551","temp1","Temperature Sensor","40","2020-12-04 15:41:34"
"3552","humidity2","Humidity Sensor","76","2020-12-04 15:41:34"
"3553","temp2","Temperature Sensor","22","2020-12-04 15:41:34"
"3554","humidity1","Humidity Sensor","27","2020-12-04 15:41:34"
"3555","ldr","Light Intensity Sensor","756","2020-12-04 15:41:35"
"3556","temp1","Temperature Sensor","34","2020-12-04 15:41:35"
"3557","humidity2","Humidity Sensor","76","2020-12-04 15:41:35"
"3558","temp2","Temperature Sensor","22","2020-12-04 15:41:35"
"3559","humidity1","Humidity Sensor","43","2020-12-04 15:41:35"
"3560","temp1","Temperature Sensor","31","2020-12-04 15:41:36"
"3561","humidity2","Humidity Sensor","98","2020-12-04 15:41:36"
"3562","humidity1","Humidity Sensor","42","2020-12-04 15:41:36"
"3563","temp2","Temperature Sensor","20","2020-12-04 15:41:36"
"3564","temp1","Temperature Sensor","40","2020-12-04 15:41:37"
"3565","humidity1","Humidity Sensor","49","2020-12-04 15:41:37"
"3566","humidity2","Humidity Sensor","45","2020-12-04 15:41:38"
"3567","temp2","Temperature Sensor","30","2020-12-04 15:41:38"
"3568","ldr","Light Intensity Sensor","915","2020-12-04 15:41:38"
"3569","temp1","Temperature Sensor","31","2020-12-04 15:41:38"
"3570","humidity2","Humidity Sensor","56","2020-12-04 15:41:39"
"3571","humidity1","Humidity Sensor","47","2020-12-04 15:41:39"
"3572","temp2","Temperature Sensor","30","2020-12-04 15:41:39"
"3573","pump","Pump Actuator","0","2020-12-04 15:41:39"
"3574","heater","Heater Actuator","0","2020-12-04 15:41:39"
"3575","temp1","Temperature Sensor","35","2020-12-04 15:41:39"
"3576","temp2","Temperature Sensor","21","2020-12-04 15:41:40"
"3577","humidity1","Humidity Sensor","23","2020-12-04 15:41:40"
"3578","humidity2","Humidity Sensor","81","2020-12-04 15:41:40"
"3579","temp1","Temperature Sensor","38","2020-12-04 15:41:40"
"3580","temp2","Temperature Sensor","30","2020-12-04 15:41:41"
"3581","humidity1","Humidity Sensor","58","2020-12-04 15:41:41"
"3582","humidity2","Humidity Sensor","94","2020-12-04 15:41:41"
"3583","ldr","Light Intensity Sensor","885","2020-12-04 15:41:41"
"3584","temp1","Temperature Sensor","36","2020-12-04 15:41:41"
"3585","temp2","Temperature Sensor","23","2020-12-04 15:41:42"
"3586","humidity2","Humidity Sensor","44","2020-12-04 15:41:42"
"3587","humidity1","Humidity Sensor","43","2020-12-04 15:41:42"
"3588","temp1","Temperature Sensor","34","2020-12-04 15:41:42"
"3589","temp2","Temperature Sensor","28","2020-12-04 15:41:43"
"3590","humidity1","Humidity Sensor","36","2020-12-04 15:41:43"
"3591","humidity2","Humidity Sensor","60","2020-12-04 15:41:43"
"3592","temp1","Temperature Sensor","32","2020-12-04 15:41:43"
"3593","humidity1","Humidity Sensor","40","2020-12-04 15:41:44"
"3594","humidity2","Humidity Sensor","46","2020-12-04 15:41:44"
"3595","temp2","Temperature Sensor","26","2020-12-04 15:41:44"
"3596","heater","Heater Actuator","1","2020-12-04 15:41:44"
"3597","pump","Pump Actuator","1","2020-12-04 15:41:44"
"3598","ldr","Light Intensity Sensor","314","2020-12-04 15:41:44"
"3599","temp1","Temperature Sensor","33","2020-12-04 15:41:44"
"3600","humidity2","Humidity Sensor","53","2020-12-04 15:41:45"
"3601","humidity1","Humidity Sensor","16","2020-12-04 15:41:45"
"3602","temp2","Temperature Sensor","25","2020-12-04 15:41:45"
"3603","temp1","Temperature Sensor","30","2020-12-04 15:41:45"
"3604","humidity1","Humidity Sensor","30","2020-12-04 15:41:46"
"3605","humidity2","Humidity Sensor","62","2020-12-04 15:41:46"
"3606","temp2","Temperature Sensor","21","2020-12-04 15:41:46"
"3607","temp1","Temperature Sensor","31","2020-12-04 15:41:46"
"3608","humidity2","Humidity Sensor","85","2020-12-04 15:41:47"
"3609","humidity1","Humidity Sensor","60","2020-12-04 15:41:47"
"3610","temp2","Temperature Sensor","21","2020-12-04 15:41:47"
"3611","ldr","Light Intensity Sensor","184","2020-12-04 15:41:47"
"3612","temp1","Temperature Sensor","32","2020-12-04 15:41:47"
"3613","humidity2","Humidity Sensor","44","2020-12-04 15:41:48"
"3614","humidity1","Humidity Sensor","46","2020-12-04 15:41:48"
"3615","temp2","Temperature Sensor","20","2020-12-04 15:41:48"
"3616","temp1","Temperature Sensor","34","2020-12-04 15:41:48"
"3617","humidity2","Humidity Sensor","54","2020-12-04 15:41:49"
"3618","pump","Pump Actuator","0","2020-12-04 15:41:49"
"3619","heater","Heater Actuator","1","2020-12-04 15:41:49"
"3620","humidity1","Humidity Sensor","19","2020-12-04 15:41:49"
"3621","temp2","Temperature Sensor","28","2020-12-04 15:41:49"
"3622","temp1","Temperature Sensor","38","2020-12-04 15:41:49"
"3623","humidity2","Humidity Sensor","66","2020-12-04 15:41:50"
"3624","humidity1","Humidity Sensor","9","2020-12-04 15:41:50"
"3625","temp2","Temperature Sensor","29","2020-12-04 15:41:50"
"3626","ldr","Light Intensity Sensor","618","2020-12-04 15:41:50"
"3627","temp1","Temperature Sensor","36","2020-12-04 15:41:50"
"3628","humidity2","Humidity Sensor","76","2020-12-04 15:41:51"
"3629","humidity1","Humidity Sensor","53","2020-12-04 15:41:51"
"3630","temp2","Temperature Sensor","22","2020-12-04 15:41:51"
"3631","temp1","Temperature Sensor","32","2020-12-04 15:41:51"
"3632","humidity2","Humidity Sensor","49","2020-12-04 15:41:52"
"3633","humidity1","Humidity Sensor","42","2020-12-04 15:41:52"
"3634","temp2","Temperature Sensor","30","2020-12-04 15:41:52"
"3635","temp1","Temperature Sensor","34","2020-12-04 15:41:52"
"3636","humidity2","Humidity Sensor","99","2020-12-04 15:41:53"
"3637","temp2","Temperature Sensor","27","2020-12-04 15:41:53"
"3638","humidity1","Humidity Sensor","44","2020-12-04 15:41:53"
"3639","ldr","Light Intensity Sensor","297","2020-12-04 15:41:53"
"3640","temp1","Temperature Sensor","34","2020-12-04 15:41:53"
"3641","heater","Heater Actuator","1","2020-12-04 15:41:54"
"3642","pump","Pump Actuator","0","2020-12-04 15:41:54"
"3643","humidity2","Humidity Sensor","82","2020-12-04 15:41:54"
"3644","temp2","Temperature Sensor","24","2020-12-04 15:41:54"
"3645","humidity1","Humidity Sensor","52","2020-12-04 15:41:54"
"3646","temp1","Temperature Sensor","38","2020-12-04 15:41:54"
"3647","humidity2","Humidity Sensor","76","2020-12-04 15:41:55"
"3648","temp2","Temperature Sensor","23","2020-12-04 15:41:55"
"3649","humidity1","Humidity Sensor","39","2020-12-04 15:41:55"
"3650","temp1","Temperature Sensor","37","2020-12-04 15:41:55"
"3651","humidity2","Humidity Sensor","72","2020-12-04 15:41:56"
"3652","humidity1","Humidity Sensor","32","2020-12-04 15:41:56"
"3653","temp2","Temperature Sensor","27","2020-12-04 15:41:56"
"3654","ldr","Light Intensity Sensor","628","2020-12-04 15:41:56"
"3655","temp1","Temperature Sensor","36","2020-12-04 15:41:57"
"3656","humidity1","Humidity Sensor","45","2020-12-04 15:41:57"
"3657","temp2","Temperature Sensor","27","2020-12-04 15:41:57"
"3658","humidity2","Humidity Sensor","78","2020-12-04 15:41:57"
"3659","temp1","Temperature Sensor","36","2020-12-04 15:41:58"
"3660","humidity1","Humidity Sensor","20","2020-12-04 15:41:58"
"3661","temp2","Temperature Sensor","23","2020-12-04 15:41:58"
"3662","humidity2","Humidity Sensor","69","2020-12-04 15:41:58"
"3663","temp1","Temperature Sensor","34","2020-12-04 15:41:59"
"3664","heater","Heater Actuator","1","2020-12-04 15:41:59"
"3665","pump","Pump Actuator","1","2020-12-04 15:41:59"
"3666","humidity1","Humidity Sensor","30","2020-12-04 15:41:59"
"3667","temp2","Temperature Sensor","21","2020-12-04 15:41:59"
"3668","humidity2","Humidity Sensor","58","2020-12-04 15:41:59"
"3669","ldr","Light Intensity Sensor","221","2020-12-04 15:41:59"
"3670","temp1","Temperature Sensor","40","2020-12-04 15:42:00"
"3671","temp2","Temperature Sensor","21","2020-12-04 15:42:00"
"3672","humidity1","Humidity Sensor","17","2020-12-04 15:42:00"
"3673","humidity2","Humidity Sensor","58","2020-12-04 15:42:00"
"3674","temp1","Temperature Sensor","31","2020-12-04 15:42:01"
"3675","humidity1","Humidity Sensor","47","2020-12-04 15:42:01"
"3676","temp2","Temperature Sensor","21","2020-12-04 15:42:01"
"3677","humidity2","Humidity Sensor","45","2020-12-04 15:42:01"
"3678","temp1","Temperature Sensor","39","2020-12-04 15:42:02"
"3679","humidity1","Humidity Sensor","29","2020-12-04 15:42:02"
"3680","humidity2","Humidity Sensor","70","2020-12-04 15:42:02"
"3681","temp2","Temperature Sensor","20","2020-12-04 15:42:02"
"3682","ldr","Light Intensity Sensor","974","2020-12-04 15:42:02"
"3683","temp1","Temperature Sensor","34","2020-12-04 15:42:03"
"3684","humidity1","Humidity Sensor","37","2020-12-04 15:42:03"
"3685","humidity2","Humidity Sensor","55","2020-12-04 15:42:03"
"3686","temp2","Temperature Sensor","30","2020-12-04 15:42:03"
"3687","temp1","Temperature Sensor","32","2020-12-04 15:42:04"
"3688","heater","Heater Actuator","0","2020-12-04 15:42:04"
"3689","pump","Pump Actuator","0","2020-12-04 15:42:04"
"3690","humidity1","Humidity Sensor","58","2020-12-04 15:42:04"
"3691","humidity2","Humidity Sensor","53","2020-12-04 15:42:04"
"3692","temp2","Temperature Sensor","24","2020-12-04 15:42:04"
"3693","temp1","Temperature Sensor","32","2020-12-04 15:42:05"
"3694","humidity1","Humidity Sensor","25","2020-12-04 15:42:05"
"3695","humidity2","Humidity Sensor","53","2020-12-04 15:42:05"
"3696","temp2","Temperature Sensor","21","2020-12-04 15:42:05"
"3697","ldr","Light Intensity Sensor","110","2020-12-04 15:42:05"
"3698","temp1","Temperature Sensor","34","2020-12-04 15:42:06"
"3699","humidity1","Humidity Sensor","50","2020-12-04 15:42:06"
"3700","temp2","Temperature Sensor","23","2020-12-04 15:42:06"
"3701","humidity2","Humidity Sensor","64","2020-12-04 15:42:06"
"3702","temp1","Temperature Sensor","32","2020-12-04 15:42:07"
"3703","humidity1","Humidity Sensor","38","2020-12-04 15:42:07"
"3704","humidity2","Humidity Sensor","65","2020-12-04 15:42:07"
"3705","temp2","Temperature Sensor","20","2020-12-04 15:42:07"
"3706","temp1","Temperature Sensor","36","2020-12-04 15:42:08"
"3707","humidity1","Humidity Sensor","19","2020-12-04 15:42:08"
"3708","humidity2","Humidity Sensor","60","2020-12-04 15:42:08"
"3709","temp2","Temperature Sensor","20","2020-12-04 15:42:08"
"3710","ldr","Light Intensity Sensor","633","2020-12-04 15:42:08"
"3711","temp1","Temperature Sensor","33","2020-12-04 15:42:09"
"3712","heater","Heater Actuator","0","2020-12-04 15:42:09"
"3713","pump","Pump Actuator","0","2020-12-04 15:42:09"
"3714","humidity1","Humidity Sensor","29","2020-12-04 15:42:09"
"3715","temp2","Temperature Sensor","25","2020-12-04 15:42:09"
"3716","humidity2","Humidity Sensor","51","2020-12-04 15:42:09"
"3717","temp1","Temperature Sensor","31","2020-12-04 15:42:10"
"3718","humidity1","Humidity Sensor","37","2020-12-04 15:42:10"
"3719","temp2","Temperature Sensor","29","2020-12-04 15:42:10"
"3720","humidity2","Humidity Sensor","62","2020-12-04 15:42:10"
"3721","temp1","Temperature Sensor","32","2020-12-04 15:42:11"
"3722","humidity1","Humidity Sensor","22","2020-12-04 15:42:11"
"3723","ldr","Light Intensity Sensor","331","2020-12-04 15:42:11"
"3724","temp2","Temperature Sensor","26","2020-12-04 15:42:11"
"3725","humidity2","Humidity Sensor","65","2020-12-04 15:42:11"
"3726","temp1","Temperature Sensor","38","2020-12-04 15:42:12"
"3727","humidity1","Humidity Sensor","39","2020-12-04 15:42:12"
"3728","temp2","Temperature Sensor","27","2020-12-04 15:42:12"
"3729","humidity2","Humidity Sensor","56","2020-12-04 15:42:12"
"3730","temp1","Temperature Sensor","35","2020-12-04 15:42:13"
"3731","humidity1","Humidity Sensor","45","2020-12-04 15:42:13"
"3732","temp2","Temperature Sensor","27","2020-12-04 15:42:13"
"3733","humidity2","Humidity Sensor","93","2020-12-04 15:42:13"
"3734","pump","Pump Actuator","0","2020-12-04 15:42:14"
"3735","heater","Heater Actuator","0","2020-12-04 15:42:14"
"3736","temp1","Temperature Sensor","32","2020-12-04 15:42:14"
"3737","humidity1","Humidity Sensor","44","2020-12-04 15:42:14"
"3738","ldr","Light Intensity Sensor","297","2020-12-04 15:42:14"
"3739","temp2","Temperature Sensor","20","2020-12-04 15:42:14"
"3740","humidity2","Humidity Sensor","80","2020-12-04 15:42:14"
"3741","temp1","Temperature Sensor","30","2020-12-04 15:42:15"
"3742","humidity1","Humidity Sensor","30","2020-12-04 15:42:15"
"3743","temp2","Temperature Sensor","26","2020-12-04 15:42:15"
"3744","humidity2","Humidity Sensor","63","2020-12-04 15:42:15"
"3745","temp1","Temperature Sensor","35","2020-12-04 15:42:16"
"3746","humidity1","Humidity Sensor","38","2020-12-04 15:42:16"
"3747","temp2","Temperature Sensor","27","2020-12-04 15:42:16"
"3748","humidity2","Humidity Sensor","61","2020-12-04 15:42:16"
"3749","temp1","Temperature Sensor","33","2020-12-04 15:42:17"
"3750","ldr","Light Intensity Sensor","154","2020-12-04 15:42:17"
"3751","humidity1","Humidity Sensor","14","2020-12-04 15:42:17"
"3752","temp2","Temperature Sensor","26","2020-12-04 15:42:17"
"3753","humidity2","Humidity Sensor","66","2020-12-04 15:42:17"
"3754","temp1","Temperature Sensor","34","2020-12-04 15:42:18"
"3755","humidity1","Humidity Sensor","6","2020-12-04 15:42:18"
"3756","temp2","Temperature Sensor","22","2020-12-04 15:42:18"
"3757","humidity2","Humidity Sensor","60","2020-12-04 15:42:18"
"3758","pump","Pump Actuator","1","2020-12-04 15:42:19"
"3759","heater","Heater Actuator","0","2020-12-04 15:42:19"
"3760","temp1","Temperature Sensor","37","2020-12-04 15:42:19"
"3761","humidity1","Humidity Sensor","33","2020-12-04 15:42:19"
"3762","temp2","Temperature Sensor","20","2020-12-04 15:42:19"
"3763","humidity2","Humidity Sensor","43","2020-12-04 15:42:19"
"3764","temp1","Temperature Sensor","30","2020-12-04 15:42:20"
"3765","ldr","Light Intensity Sensor","168","2020-12-04 15:42:20"
"3766","humidity1","Humidity Sensor","38","2020-12-04 15:42:20"
"3767","temp2","Temperature Sensor","25","2020-12-04 15:42:20"
"3768","humidity2","Humidity Sensor","88","2020-12-04 15:42:20"
"3769","temp1","Temperature Sensor","35","2020-12-04 15:42:21"
"3770","humidity1","Humidity Sensor","12","2020-12-04 15:42:21"
"3771","temp2","Temperature Sensor","24","2020-12-04 15:42:21"
"3772","humidity2","Humidity Sensor","78","2020-12-04 15:42:22"
"3773","temp1","Temperature Sensor","33","2020-12-04 15:42:22"
"3774","humidity1","Humidity Sensor","21","2020-12-04 15:42:22"
"3775","temp2","Temperature Sensor","27","2020-12-04 15:42:22"
"3776","humidity2","Humidity Sensor","76","2020-12-04 15:42:23"
"3777","temp1","Temperature Sensor","33","2020-12-04 15:42:23"
"3778","ldr","Light Intensity Sensor","10","2020-12-04 15:42:23"
"3779","humidity1","Humidity Sensor","9","2020-12-04 15:42:24"
"3780","temp2","Temperature Sensor","20","2020-12-04 15:42:24"
"3781","humidity2","Humidity Sensor","62","2020-12-04 15:42:24"
"3782","pump","Pump Actuator","0","2020-12-04 15:42:24"
"3783","heater","Heater Actuator","0","2020-12-04 15:42:24"
"3784","temp1","Temperature Sensor","37","2020-12-04 15:42:24"
"3785","humidity1","Humidity Sensor","29","2020-12-04 15:42:25"
"3786","temp2","Temperature Sensor","27","2020-12-04 15:42:25"
"3787","humidity2","Humidity Sensor","49","2020-12-04 15:42:25"
"3788","temp1","Temperature Sensor","32","2020-12-04 15:42:25"
"3789","humidity1","Humidity Sensor","19","2020-12-04 15:42:26"
"3790","temp2","Temperature Sensor","23","2020-12-04 15:42:26"
"3791","humidity2","Humidity Sensor","52","2020-12-04 15:42:26"
"3792","temp1","Temperature Sensor","30","2020-12-04 15:42:26"
"3793","ldr","Light Intensity Sensor","326","2020-12-04 15:42:26"
"3794","humidity1","Humidity Sensor","56","2020-12-04 15:42:27"
"3795","temp2","Temperature Sensor","28","2020-12-04 15:42:27"
"3796","humidity2","Humidity Sensor","42","2020-12-04 15:42:27"
"3797","temp1","Temperature Sensor","35","2020-12-04 15:42:27"
"3798","humidity1","Humidity Sensor","49","2020-12-04 15:42:28"
"3799","temp2","Temperature Sensor","26","2020-12-04 15:42:28"
"3800","humidity2","Humidity Sensor","49","2020-12-04 15:42:28"
"3801","temp1","Temperature Sensor","31","2020-12-04 15:42:28"
"3802","humidity1","Humidity Sensor","35","2020-12-04 15:42:29"
"3803","temp2","Temperature Sensor","24","2020-12-04 15:42:29"
"3804","humidity2","Humidity Sensor","44","2020-12-04 15:42:29"
"3805","heater","Heater Actuator","1","2020-12-04 15:42:29"
"3806","pump","Pump Actuator","0","2020-12-04 15:42:29"
"3807","temp1","Temperature Sensor","35","2020-12-04 15:42:29"
"3808","ldr","Light Intensity Sensor","670","2020-12-04 15:42:29"
"3809","humidity1","Humidity Sensor","22","2020-12-04 15:42:30"
"3810","temp2","Temperature Sensor","21","2020-12-04 15:42:30"
"3811","humidity2","Humidity Sensor","84","2020-12-04 15:42:30"
"3812","temp1","Temperature Sensor","32","2020-12-04 15:42:30"
"3813","humidity1","Humidity Sensor","49","2020-12-04 15:42:31"
"3814","temp2","Temperature Sensor","22","2020-12-04 15:42:31"
"3815","humidity2","Humidity Sensor","71","2020-12-04 15:42:31"
"3816","temp1","Temperature Sensor","32","2020-12-04 15:42:31"
"3817","humidity1","Humidity Sensor","10","2020-12-04 15:42:32"
"3818","temp2","Temperature Sensor","20","2020-12-04 15:42:32"
"3819","humidity2","Humidity Sensor","98","2020-12-04 15:42:32"
"3820","temp1","Temperature Sensor","37","2020-12-04 15:42:32"
"3821","ldr","Light Intensity Sensor","836","2020-12-04 15:42:33"
"3822","humidity1","Humidity Sensor","17","2020-12-04 15:42:33"
"3823","temp2","Temperature Sensor","24","2020-12-04 15:42:33"
"3824","humidity2","Humidity Sensor","50","2020-12-04 15:42:33"
"3825","temp1","Temperature Sensor","38","2020-12-04 15:42:33"
"3826","humidity1","Humidity Sensor","10","2020-12-04 15:42:34"
"3827","humidity2","Humidity Sensor","41","2020-12-04 15:42:34"
"3828","temp2","Temperature Sensor","22","2020-12-04 15:42:34"
"3829","pump","Pump Actuator","0","2020-12-04 15:42:34"
"3830","heater","Heater Actuator","1","2020-12-04 15:42:34"
"3831","temp1","Temperature Sensor","36","2020-12-04 15:42:34"
"3832","humidity1","Humidity Sensor","27","2020-12-04 15:42:35"
"3833","humidity2","Humidity Sensor","57","2020-12-04 15:42:35"
"3834","temp2","Temperature Sensor","30","2020-12-04 15:42:35"
"3835","temp1","Temperature Sensor","30","2020-12-04 15:42:35"
"3836","ldr","Light Intensity Sensor","354","2020-12-04 15:42:36"
"3837","humidity1","Humidity Sensor","32","2020-12-04 15:42:36"
"3838","humidity2","Humidity Sensor","92","2020-12-04 15:42:36"
"3839","temp2","Temperature Sensor","28","2020-12-04 15:42:36"
"3840","temp1","Temperature Sensor","35","2020-12-04 15:42:36"
"3841","humidity1","Humidity Sensor","51","2020-12-04 15:42:37"
"3842","humidity2","Humidity Sensor","40","2020-12-04 15:42:37"
"3843","temp2","Temperature Sensor","22","2020-12-04 15:42:37"
"3844","temp1","Temperature Sensor","39","2020-12-04 15:42:37"
"3845","humidity1","Humidity Sensor","24","2020-12-04 15:42:38"
"3846","temp2","Temperature Sensor","28","2020-12-04 15:42:38"
"3847","humidity2","Humidity Sensor","43","2020-12-04 15:42:38"
"3848","temp1","Temperature Sensor","37","2020-12-04 15:42:39"
"3849","ldr","Light Intensity Sensor","644","2020-12-04 15:42:39"
"3850","humidity1","Humidity Sensor","35","2020-12-04 15:42:39"
"3851","temp2","Temperature Sensor","27","2020-12-04 15:42:39"
"3852","humidity2","Humidity Sensor","46","2020-12-04 15:42:39"
"3853","pump","Pump Actuator","1","2020-12-04 15:42:39"
"3854","heater","Heater Actuator","0","2020-12-04 15:42:39"
